idx,sentence,label
27276,"Readers of this book beware, its themes are huge! It contains lucid narrative of the competition from Cartesians to Newtonians for the best model of the universe and the nature of time and space. There are scarcely any baggy corners into which the reader will turn unwillingly. However, there is not terribly much about the science or the methods of discovery employed by these thinkers in their shared pursuit of important results. Koyre has written a classic study of intellectual history. Discussion of divinity and its aspects is abundant because this presence was one that the scientists were working diligently to situate without offending the authorities and employers of the age. The universe is a source whose study has profoundly metaphysical and ontological implications. Koyre brings these alive for the reader and shares the tumult of ideas that produced much of what we consider now to be a satisfactory vision of the universe.",1
27277,I am hoping to read this book soon. I have read other books by Cornelia Funke and she is a great writer. I love all of her books but I just need time. The adventures in this book seem to be as great as in Dragon Rider and Thief Lord.,1
27278,"I only have one small complaint about the Gator Face Protector - it keeps my face too warm !!! If it isn't below about 30 F, then it is just a little too much for my comfort !! It does a wonderful job of blocking both the cold and the wind. If you work outdoors in the winter, this is a fantastic product.",1
27279,I bought this for my 10 yr old daughter because she is very sensitive to sounds at night and this product has helped her fall asleep within minutes of turning it on. I highly recommend it.,1
27280,"The power strip is such an improvement over the one I was using before. There is room for regular and larger plugs. And it's nice to know that if the power surges my equipment is protected, and the strip with trip instead of the thingies out at the power box",1
27282,"Arrived on time. The product was returned back since it did not fit and work with my 135mm Canon FD lens. As such, I do not have a positive influence on this product or comments.",0
27283,I will try to post a picture but Starbrite didn't remove anything from the hull of my boat. I had the boat sitting in the Fox River for only six weeks during which it built up a bunch of algae discoloration on the hull. The back boat corners were the worse. I sprayed this stuff on three separate times. Each time I let it sit like the directions say and then rinsed off. The hull looks exactly the same it didn't work at all.,0
27285,"I have had a love affair (one-sided of course) with Neil Diamond for over 25 years. This was the only album of his that I did not own. I was so very disappointed with it, as it does little to capture the excitement of his live concert and only serves to emphasize that his voice is growing older with all the rest of us. He is still awesome in concert ( saw him 2 years ago with my 80 year old Mom and we had fun!) but that electricity is not translated to this CD. A waste of my money. Sorry, Neil",0
27288,"This eye mask is soft and comfortable. A little light does come in from around your nose but not enough to bother me. It fits me well enough, but someone with a very small head might have trouble getting it to fit tightly enough to stay put as it's not very adjustable.",1
27289,"One of the pioneering releases which introduced samplers to a wider public. I was only about 16 at the time and I remember at first hating and then growing to love this album. Interestingly it is the non-sampled elements of this music which sound the most dated today while many of the sampled sounds still sound quite fresh.One thing I've noticed is that many children LOVE ""Blah Blah Cafe"" (2nd to last track). Put it on the stereo at a birthday party full of 5-year olds and watch them go wild!",1
27290,"There's some absolutely stunning music to be found on this 2-disc dvd set. Unfortunally the editing and footage is sub-par which makes for a non satisfactory viewing experience. But the audio is great. A dvd to listen to, not watch.",0
27291,"it really does work, I keep regularity, eat less, feel a difference in concentration/ 'brain fog' (Hashimoto), settles my nerves at work. When i drink the alternative ""neutral"" water, I feel sick. May be a scam for others, but I am sold!",1
27292,"Extraordinaria novela, muy ilustrativa de los usos y costumbres de la epoca; se aprecia un estudio y conocimiento detallado de parte del autor sobre las sociedades que nos muestra en la obra. Logra describir no solo el ambiente sino se adentra en el alma de los personajes, en muchos pasajes es conmovedora. No solo entretiene sino tambien educa. La vision que nos da de la Inglaterra de inicios del siglo XI y del Medio y Lejano Oriente, nos lleva a visualizar un mundo donde el verdadero conocimiento y cultura superior se encontraban en aquellas tierras lejanas a los actuales centros de poder mundial.",1
27295,"The author cannot hide his bias towards static typing, and fails to appreciate the power of a dynamic language such as Python. The Python case study (Section 16.3, p. 425) has this criticism:""""""The compiler will not reject code that might fail with a type error, nor even code that will certainly fail, such as:def fail(x):... print x+1, x[0]""""""In fact it is trivial to implement a class X to create an instance x that can be added to an integer and accessed as a sequence, thanks to basic operator overloading. In order to comment on the design of a language, it is prudent to have more than passing knowledge of its semantics.",0
27296,Bill OReily says it the way it is. Opens you eyes to whats going on out there.,1
27297,"Forget this version... go find the original printing, the ""additional material"" is disctracting, and takes away from Regardie's Genius!The original was 5 Stars... this printing... NEGATIGVE stars",0
27298,"When I first heard Staind, I was mesmorized. Dysfunction was an absolutely amazing album. Their first release, Tormented, was even more amazing. Then I listened to Break the Cycle. This album is nothing but a bunch of MTV crap. I don't know what the hell Fred Durst did to this band, but he should be punished. This album does not have an iota of the intensity that was shown on the previous two albums. Anyways, save your money. If you want to spend it on something worthwhile, go get Lateralus by TOOL, or Statement by Nonpoint. At least these band still have some intensity.",0
27299,"When I signed for this plan with Cingular, I had never thought that a big and established company like Cingular would have so poor call quality. I keep getting dropped calls almost constantly and this is not a remote problem. I have friends who have cingular and everybody complains about the same. Called their customer support but they never admitted that Cingular network has this problem. Changed my phones 2-3 times hoping it to be a phone problem and not a network problem. Nothing worked. Now I am desperately waiting for my contract with these guys to get over and go to some other company.",0
27300,"Dead dog and an austitic boy. The combination leads you into the characters of this book i.e. the neighbors' lives. Set in England, but you don't have to be British to get the humor. It's a fast read.",1
27301,Generic lines bad acting terrible scripts just plain garbage to the fans of the original series.Some of the characters names are changed and the back grounds of there origin are also changed. Just bad writing and directing all out bad movie.The only decent thing in this movie was the computer effects.I give it a 0 out of 5 for ruining everything.,0
27303,"Other then the song""Paper Planes"" I found nothing else on this CD that captured my listening ability. I found the rest of it a mish- mosh of noise and at times it got annoying.",0
27304,"I tried this once -- took all four pills and yes I had breakfast -- and a few hours later became so nauseous, started sweating and shaking, and vomited as if I had gotten the worst food poisoning. Such a bummer, cuz I so wanted this to work for me. Can't tolerate it though, and lost a day of work to boot. Buyer beware.",0
27305,"This is an amazing album, the first four songs are gonna make you dance from the beggining, considering the participation of Madonna & the Ying Yang Twins. Showdown has a very special rythm, and Toxic (the new single starting January 15, 2004) is a great song. I think that if you enjoyed the previous britney's albums, you gonna love this one even more!!!",1
27306,Most of the claims that Trainer makes are completley ridiculous. To think that a major metropolitan area could ever be undeveloped in ridiculous. And the massive global economic shock that it would take to realize the need to stop developement would spark conflicts and the rearangin of the entire global power structure.,0
27307,Add my name to the list of people who were shipped the wrong item and can't do anything about it. I ordered the Live Starter Kit for the original Xbox so I could create an account to play Phantasy Star Online. I received a 1600 point card for Live for the 360. I do not own an Xbox 360. This item is useless to me. I cannot return it to Amazon or a Target store.Stay away from this one.,0
27309,This label maker was a big disappointment for the price. The screen stopped working after only one year. I will not buy this model again.,0
27310,"This is a good CD of Big Band Jazz Music. I was impressed by the arrangements on this album. Usually I'm more interested in straight-ahead Jazz from trios or quartets, but thanks to Chris Walden for having such nice arrangements, this album has gathered my interests for Big Band Jazz.Recommended.",1
27311,"I must say that this was a great insight to all the hell that broke loose with the housing, banks, investors and more. If every person that was affected in some way by the housing, insurance, investments and banks situation, you would understand exactly how the madness happen. People who lost their jobs and the chain affect while those top big wigs took millions of dollars and ran with it now makes sense why the consumer is going through economic hell. It is a must see and worth the money.",1
27312,"My son and I found this book to be sensible without being pedantic, and written in a pleasant, readible style. It was the key resource in his college search. Pope clearly favors small colleges and makes his case well. Because of Pope's recommendations, my son is now loving his experience in a small liberal arts school. We can only thank our lucky stars when we hear his friends tell stories of huge lecture hall classes and almost slum-like high rise dormitories at their big schools. Choose the trendy, big-name schools if you want, but please, not until you've read Pope's insights about small liberal arts schools. (And don't miss the reprinted news article he closes with.)",1
27313,"Enslaved's album ""Blodhemn"" is a complete failure of the band. It does not offer any new and good songs. Guitars, shrieking vocals and drums are mixed into a full boring noise that will make you yawn and regret.Really, this album has no attractive sides. Well, a very good front cover, but all other things are stupid and dull. I like Viking metal very much, but this ""Blodhemn"" is a disaster. It is not worth listening.",0
27314,"This unit works intermittently although it's only about 75ft from the base unit. I installed a secondary transmitter at a different location in the yard about 200ft from the receiver, and it never has worked. -Disappointed",0
27315,not how is was describe.....not happy at all. i would like my money back.... it comes curly not stright.... and it does not state that....,0
27316,"If you can read, you will enjoy this novel. What an amazing read. I can't wait for more. Some people should read books with lots and lots of pictures and skip the part of literary critic altogether.",1
27317,Very disappointed in the condition of the cookie sheets. I finally got around to opening them and there was a 6 inch dent on one. The other one had two two inch dents. I don't see how this could have happened during shipping. I am disappointed as I think they were sent like that. I don't feel like going through the hassle of returning them. I hope they bake as well as my old ones. I have never been dissatisfied with anything I have gotten from Amazon.,0
27318,"Item seems well made. Even though it is build as auto-open-auto shut, the shut is manual on the item I received. Advertised as 43 inches, this is measured across the top arc of the umbrella. At the widest point, the diameter is 36 inches....which for myself is too small.",0
27320,"I bought this disc from a local retailer, it is not DVD-A by any standards(No surround that I can discern, my older CD's of this piece sound better than this disc even in matrix mode). It barely triggers my surrounds and the packaging even states (on close review) that the surround track was recorded at 44.1 KHz (nothing better than CD resolution) I have contacted Naxos USA expressing my dissappointment with this disc 3 WEEKS (yes WEEKS) ago and still have not heard one word back from them, so I can only assume I only one of many who have called them to task on this disc, and they don't know how yet to fix it.Thank you,C. Brent Smith",0
27321,"I bought this camera a month ago, I purchased the 800mA power supply it called for. The night vision does not work. Contaced VideoSecu, they said I needed to purchase a 1000 to 2000mA from them, because ""the quality of the power supplies on the market is not the same"". Will not purchase anything from this company again.",0
27322,their lyrics is about some ancient war (i think) and their music is pure Black metal.Hail ABSU!!!!!!,1
27323,"I don't have any other CD which is this amazing blend of hip drum loops, funky bass, and beautiful strings with classical vocals. I love it. I'm a professional musician, and few CD's seem fresh and different since I'm around music and the music industry all of the time. This is the first CD I got of Paul Schwartz's and after this, I went out and got the Aria CD which preceded this. Had I not already heard Aria 2: New Horizon, I probably would have loved the first one, but this one is definitely better in my taste.",1
27324,Used both QQ2 and Roomba. Finds the Roomba much faster and intelligent although both are effective. The virtual wall comes in handy too,1
27325,"I loved Robin McKinley's ""Beauty"" so much, I was hesitant to read ""Rose Daughter""; and rightly so. While I try to recognize growth and maturity in McKinley's much more elaborate and imaginative retelling of the classic Beauty and the Beast fairy tale, I was still disappointed. Embarassing as it is for the feminist in me to admit, I thoughroughly enjoy a good fairy tale, and what made ""Beauty"" so wonderful was the main character and her strength and resilence; not the wild departure from the classic storyline that ""Rose Daughter"" has. I admire McKinley's tenacity, especially in her unusual ending, but I hated seeing the classic story gone so astray in the name of originality.",0
27327,This item was misrepresented. I bought it because it said that P Glaser was part of it. That is NOT the case. I wrote to P Glaser and asked him and he said that he knew nothing of this dvd.I felt like I was cheated by this seller and I would warn anyone to be careful.,0
27328,The straps that holds the seat cover to the seat doesn't keep the seat covers in place. This has caused the back of the seat to fold under. Now the rubber backing has creases that make the seat backs uncomfortable.,0
27329,When you first open up the game it is a thrill. THe kids love identifying their favorite characters and the sounds are the genuine article straight from the movie's soundtrack. But the game gets complex quickly and the frustration level soon rises. Add to that the ease of use and the constant presence of enemies and the kids end up spending way too much time just in fights. And what kid can resist a light saber? The net benefit of this game is minimal.,0
27331,"Published only a year after his masterpiece On The Road, Dharma Bums is a visionary look at the debilitating effects of fame and alcohol. It follows Ray Smith (Jack) and Jahy Rider (Gary Snyder) on a buddhist romp through the mountains of the west coast. Contemplating their religions and beliefs and coming to beautiful realisations about the world (""You can't fall off a mountain""), they create the rucksack revolution. A beautiful insight into thought and poetry. A must for anyone who wants to learn to think or expand their mind.",1
27332,"I found the story very worthwhile telling and the soundtrack, being music of the 60's, was a pleasure to listen to.",1
27333,"I am a tea drinker, have been for years. But I never had a brown betty teapot until now. I am impressed. It does keep the tea hotter longer, no problem with drips. I do highly recommend this teapot",1
27334,"I ordered a large dog kennel, i received my package today and it is not a large! i have a medium dog kennel already that i am wanting to upgrade because my pup has out grown it so i ordered a large kennel in replace of it, and my medium dog kennel is bigger that the ""large kennel"" they sent me i am very unsatisfied with this purchase! they portrayed a ""large kennel"" and its smaller than a medium! a large dog kennel has the measurements of/or about ( 36 x 24 x 27 inches ) and the cage they sent me saying is a large kennel has the measurements of ( 26.15 x 18.56 inches )",0
27335,"I was worried about buying this phone as the reviews of the product had been mixed. But it was so inexpensive, I took a chance. I have been very happy with it. It took no time to set up, the controls are simple, the battery life is very long and the signal is clear. It also has a nice look to it, for those concerned with their decorating.",1
27336,"Rod McKuen writes about things that most people have felt. Love, the loss of the one you love-being alone, feeling alone, doing things because they are you but not because they are right. I highly recommend this book-I read the whole thing every week.",1
27337,"A truly enjoyable watch for the rational mind; irrational minds can watch at their own risk. A must watch for anyone who hasn't been completely brainwashed by the 'certainty' of today's religious dogma, well, perhaps for them too.",1
27338,"I loved this set and was so pleased to finally have it. Imagine my disapointment when after only a month of use, almost every piece is chipped. Not just little chips, but big chunks out of the plates, mugs bowls etc. Also they say these dishes are microwaveable safe, however, use great care in handling these dishes out of the microwave...I have been burned badly more times then I care to remember. Love the pattern, hate the craftsmenship!!!",0
27339,"Very weak film in all respects. The plot is dull, the execution is below average. The best of the package is the cover of the box.",0
27340,We haven't experienced the problems that others have mentioned in other reviews. We have had the grinder for 3 years or so. One caveat: this grinder is LOUD! A bit jarring first thing in the morning... you get an adrenaline burst along with your caffeine!,1
27341,"I grew up loving these movies but am a far cry from a ""fanboy"" or ""purist"". However, you don't need to be Star Wars-obsessed to see that most of the changes that GL has made have created awkward, disjointed and distracting scenes that disrupt the viewing experience. I would have no problem with changes if they were improvements but many are detrimental and disappointing.",0
27342,"One word describes it best: uninspired. It's as if they painted the word ""Quiet"" all over the walls of the recording studio. I think there's only one song where Wayne Shorter sounds inspired. Even he sounds like he's just been to the dentist and the drugs haven't worn off yet. On the positive side: it's great background music when you have no intention of listening.",0
27343,"At first I was put off by the main title of this book. However, I soon realized that the title of the book wasn't talking about becoming richer materialistically as much as it is talking about your relationship!The book starts at the real beginnings-- Your beginnings, to reflect on how you look at and value money. Then your partner and you REALLY begin to communicate about the deeper issues which have made the mere money issues break down before. Only after all of the emotions are understood do you begin to really budget in Chapter 7, and the introduction is small so as to get used to the system first. Then you get into the real meat of it quickly and finally things just start working!I've read many budget books before, but by far this was the best one for couples.",1
27344,I thought it was morbid of me to want to read this book...maybe it still is but very interesting!,1
27346,"I ordered and paid for a new unit. The recorder was dirty and dented and came in an old, beat-up box. The remote control didn't work. The supplier didn't have a replacement remote so he is going to send me a universal remote. I hope it works with the recorder.I have puchased quite a few large electronics from Amazon and this is the first time I've had a problem. I guess it's because it was an outside supplier.",0
27347,"I bought three Wiggles cassettes so far: Wiggle Time, Toot Toot and Wake Up Jeff. This is an excellent cassette, but it does seem to get my kid's attention as much as the other two. I see that the other reviews talk about this cassette for older kids so maybe I should wait and see. It is a nice cassette for my 2 year old but not as much as Wiggle TIme and Toot Toot.",1
27351,"This is a classic Celestial Seasonings tea which is a staple in my pantry. It can be overly acidic to some, but when I have a cold there's nothing like it. Here's my special toddy recipe:Red Zinger steeped for 4 minutes1 generous tsp honeyjuice of 1/2 lemonjigger of dark rumThis will cure what ails ya! Truly, the Red Zinger and lemon clear the mucous, the honey soothes the throat, and the rum quiets the cough.",1
27352,"This CD does NOT contain the 10 songs that [are listed]!!Rather it contains the 8 songs you can see on the cover picture. For example, Country Road and Pressure Drop is NOT included. This is not the Funky Kingston album but a collection of songs from that album and some others. Buy the real Funky Kingston album instead!!",0
27353,"This film promises to be good but only when you see it at the video store. First of all Bill Bellamy aint no playa!! The guy is ugly. Secondly he hasnt got the playa characteristics, the role does not suit him. They need a real playa like me, but as I wasnt asked they shouldve got Martin Lawrence. Wouldve been better if the the Playa was someone else. But I gotta say the babes are sexy!",0
27355,"Jeff Crook is my favorite Dragonlance author--after Richard Knaak, anyway--but I have yet to understand why he wrote this the way he did. One event in Thorbardin's history, an event which never proves significant to the plot of the novel, is described in excruciating detail no fewer than seven times! Other than that, this novel mostly seems dull, unlike Crook's other, funnier works.",0
27356,As an experienced genealogist I was perhaps expecting a bit more on the serious side of research from this volume. It was an interesting read but left me wishing that it had been more inclusive and detailed.,0
27357,An intreguing plot merging past with present that was studied for a year 11 literature course. Atwood managed to convey a realistic disturbing childhood which gripped us from the start. As a book that was building up to a dramatic confrontation the ending was a bit of a let down. But otherwise an excellent read and starting point for exploring a wide range of issues,1
27358,"When the first shipment arrived one could tell by the sound of tinkling glass that there was broken glass in package. In fact, two of the four glasses were smashed. This was due to a almost total lack of packaging material. I notified amazon and shipped the order back.A second order arrived in the same condition as the first, that is, with two broken glasses.I have shipped those back and asked for a refund.",0
27359,"The back of the DVD package quotes a reviewer from The New Yorker describing this movie as ""A Radiant Comedy"", with the cover synopsis going on about how ""painfully funny"" this film is -- but to most non-New Yorkers the film has all of the nuanced sensitivity of a New York cab driver, and to many the rude, cruel, non-loving human behavior depicted here will seem not ""painfully funny"" but just plain painful.",0
27360,"As a longtime Jimmy fan,I was truly disappointed in his latest release. He once was quoted as saying the bigger record labels always over-produce the music and ""take the nuts out"". Well he seems to have done just that himself! I think he is the greatest guitar slinger active today, (SRV was good, but just a hack next to Jimmy) but there are no classics on this disc. If I were to compose a ""best of"" CD (I have) maybe ""Chained to the Blues Line"" would be on it.No ""Rub on Up's"" on this one. And the sax! Play the guitar! I look forward to his next release,maybe he can put the nuts back in. See you at The Cabooze on Dec. 1st.",0
27361,The battery shown is not the one you get. The battery in the picture is no longer manufactured and has been discontinued for quite a while.,0
27362,"I have been taking L-Citrulline for several months. I have been using a capsule product by a well know vendor and always can feel the effects within an hour.Under certain circumstances as a male I take two or more and this has always been highly effective. This hard pill version gives no effect, I don't even know if I have taken it.Very, very, disappointed and I am a Source Naturals fan. I will not re-order unless I find that I got a rare mistake that was either too old or not stored properly.",0
27363,"Need For Speed is amazing!Cool Tracks,Cool effects,and cool cars of course!Need for Speed is a fun game for anyone!If you try it you will love it.Well,I won't tell you what you are going to see in the game,because it's a surprise!But there is also tournments,Races,and you can try to unlock tracks,cars,and more!If you complete some tournments!The rest a surprise!I hope you like it too,Like me!",1
27364,"Bought it cuz liked ""Gonna getcha good."" But that was the only one I liked; the rest were comical. Should have released as a single. My 7 year old likes, tho, so not a total loss.",0
27365,I ordered these thinking they were the same as my Sears Craftsman snow blower pins. They were. A perfect fit.,1
27366,"I have a Boss TU-12 that I use to tune acoustic guitar, acoustic bass, mandolin and ukulele. The tuner never gave me stable readings, especially with the uke.The TP-2 solved all of those problems. It provides a very steady reading on the tuner needle and really makes accurate tuning acoustic instruments very easy. It works pretty well on my electric guitars also!The only down side to this pickup is that the cable is a little thin and I'm not sure how it will stand up to constant stage use.",1
27367,"Like I said, just perfect. New album should be sale on late january. I have heard this one song, ""Killing me, Killing you"" and its just perfect, damn... Im repeating myself... must be one of the greatest metal bands ever!",1
27368,"I migh have a defective printer but this is what I encountered. I want 2 computers to share this printer. I connected one PC via the Ethernet port, everything printed good. I than connected second PC on the USB port, everthing worked great. But the first PC can no longer print to the printer on the Ethernet port. The printer didn't even appear on the DHCP list. It just seem using the USB port would disable the Ethernet port forgood. Emailed to HP about this, no reply yet. Has anyone else had this problem?",0
27369,"Very flimsy construction. DO NOT recommend this for a professional look, or even for a serious hobbiest. It's okay if you don't expect it to last too long.",0
27370,"Product did not work. Plugged it into our Toshiba LED tv, & tried to hook up both our DirecTV DVR & our DVD player. Neither outlet worked with either device. We are returning it. We are quite bummed. =(",0
27371,"Love the scanning quality, speed, film options. The only thing that I wish it had was software that came with my last scanner where I could scan in multiple pages to one document and create PDFs from existing documents. This one you have to scan the pages in separately and combine them later, and you can only scan in as a PDF, not create from existing files.",1
27372,Looks like a pretty good touch screen... good working learning toy for your child... and second not really impress... yet didn't even mail it with any battery.. av to get own... cheap,0
27373,I Enjoy Lots Of The Snl Movies With The Exception Of This And Superstar. Sorry To Say But I Think Every Funny Spot In This Movie Was Flooded With Sexual Humor. While I Love Comedys This Can Never Be Up There With A Night At The Roxbury. I'm Sorry Mr. Meadows But You Really Blew [It]This Time.,0
27374,"OMW!!! BRILLIANT! STUPENDEUOS!! An absolute artwork! Robin Hobb is the bomb! The whole story was amazing! Filled with sad tales, love stories and the breaking of a strong bond. All coming down to the perfect ending! I loved it! The end sentence was perfection! It wrapped up Fitz's whole life and all the books! And it's only THREE words!! If you haven't read this already you HAVE to get it!",1
27375,"Highly disappointed in this purchase. I was looking for and thought I had ordered a Black Chrome frame. What I got was a metal frame that was painted black. FOrget the fact that it was bent when it arrived. It's the description that is misleading. Unless you are looking for a heavy solid dark black license plate frame, I'd buy something else because that's what you're gonna get if you order this one. Since I took it out of the package they want to give me a partial refund. Not worth the hassle of returning and paying for shipping to return it, so I threw it in the garbage. You missed the mark on this one Amazon. I thought being an Amazon prime member for three years might get me a little extra service, but they could care less.",0
27376,Although Coulter's tone is often over the top her message is important and timely. This is a dangerous time and we need to hear views from all sides and not just from the PC controlled mass media. Unlike most books that talk about the media she has done her homework and has documented (with footnotes) the distortions that take place. After reading this book you will never hear the news the same way again: the use of name calling rather than discussing the issues is the rule. This was never productive but today it could lead to the loss of life. Buy the book and pass it on to a friend.,1
27377,"I bought a new Canon printer and tested out this paper (free sample came with printer). I tested it against Staples, Epson and HP paper and this is by far the best! The color quality is amazing and the finish on the paper is very smooth. Also, the ink dries almost immediately and leaves no sticky residue. Highly recommended and very much worth the price! I don't think I'll be using any other kind of paper again!",1
27378,didn't get what is shown. I received to packs taped together. Same amount of batteries but they had dates from different times? Guess trying to get rid of the old stock instead of the new bigger packaging.,0
27379,"I've shaved with cheaper razors than this one! I must say, they have done a better job! I'm still having to shave w/ shaving cream & a razor! It absolutely does not shave as close as it claims!!! DON'T waist your money! Buy a cheaper one that works!!!! Sorry I waisted my money!!!Steve",0
27380,"If you're a woman who owns your own business - or have ever thought about it - this is a MUST READ book. Elizabeth shares down-to-earth, no nonsense advice and experience gathered from interviewing women all over the country who've been there, done that, and have the successes - and battle scars - to prove it!It's been my ""just before bed"" reading since I bought it and I'm ready to start at the beginning AGAIN! Just like listening in on girlfriends' conversations, it's direct, funny and touching - even the guys can learn something! It's a fabulous reminder that we all have stories to share.""How to Run Your Business Like a Girl"" will be a top gift this year to my clients and friends.",1
27381,"This is an energetic set by 'Tina, and all 8 tracks are worth every penny. Even King James (Cleveland) makes an appearance on a song other than the hit title track.It's terrific that this project has at long last been issued on CD. You never know how long the company will keep producing it, as is so often the case with older albums from indie record labels. So snap one up while you can and enjoy the classic sounds of true gospel as only the living legend of Miss Albertina Walker can deliver it.",1
27382,This introductionary hermeneutics book is a must-have for a serious student of the bible to help you properly and accurately interpret scripture by teaching you principles to use and questions to ask to arrive at the correct conclusions about the text.,1
27383,"The flocked surface is nice, but the design overall is not good. The clips are too short to hold rollers in place. Back in the day, such u-shaped clips were about an inch longer, and I never had a problem before with the rollers falling out. Not true now. Also, the clips are color-coded at the tip to match the size of the roller, but the colors are so close, it's hard to get the right one. The grove in the roller to hold the roller on the heating element makes it difficult to get the clip over the roller: the clip gets stuck in the grove. The heating elements are bars that go the length of the case, and when reaching to get another roller, it is easy to touch the heating element, which can be uncomfortable. There is no tray to hold the clips between uses. Overall a bad design: if the rollers won't stay in place, they don't work. Returned them.",0
27384,"when l bought the product, unfortunately l did not check for Australian compliance. When it arrived l realised that it had an American plug. I bought an adapter for use in Australia and then plugged it in. It was only the burning smell of plastic that alerted us to the fact that it was literally melting into a plastic puddle on the floor. I therefore have no idea whether it works.",0
27385,"I like soft sheets, good scotch, fine women, and great steak. Since I'm only reviewing sheets here, I'll stay on subject. I washed these sheets twice when I got them and they were still very stiff and did not feel soft to the touch. They were wrinkled like crazy even though I washed as directed on the instructions. Yeah, I know they are 100% cotton which does wrinkle. The color was pretty accurate and was about the same as the web site image. I returned the sheets to Amazon and bought a set of Cindy Crawford 400 TC cotton sateen sheets from JCP which I really like. They are 100% cotton and soft and have very minimal wrinkles. I'm giving a two star for these Amazon sheets because, maybe if I had the patience and with many more washings along with some good ole fashioned rock beating down at the creek I could have beaten these sheets into submission, but I do not have that amount of patience for something like this.",0
27387,"I have this on vinyl and if you have a chance for cd, i highly reccomend it. Straight forward, good debut, catchy stuff. They werent as polished here they were new, but it kicks. I have all there stuff, and consider them my alltime favorite. Rick in Oregon",1
27388,"This collection is excellent, although I'd recommend Vol. 1 first. Lots of great songs here that are overlooked by classic rock radio. If you find that you like Vol. 1, but don't want to buy actual albums, this is a great way to delve deeper into the CCR catalouge.My biggest problem is that ""Effigy"" isn't present. I think its among CCR's best songs.",1
27389,"Michael Ball used to be full of such potential, but I don't know what happened to him. His taste in material is atrocious, he's developed a weird, lounge-lizard style of singing and he oversings practically everything he touches these days. This album is no exception, with absolutely horrible versions of ""Hot Stuff"" and ""Wind Beneath My Wings"" being the worst offenders. The production is also unimaginative, sounding as if the whole album was thrown together in one day. Stay away from this disc!",0
27390,"I LOVED THESE BULBS. THE LIGHTING IS SOFT AND GIVES A WARM FEELING AS MOOD LIGHTING FOR OUR BEDROOM.WOMDERFUL IN A BABY,S ROOM.",1
27392,"With ""New Fan of the Daylight"" Tom Toth instantly creates a personal connection with the listener by weaving an incredible journey of songs that create an emotional epithany with their expression of human feelings and insights that are felt and shared by everyone. Tom writes about human loves, lifes, triumphs and shortcomings, all with compassion and understanding. While hard to choose one song as better than another, ""Listening to a Dream"" with its soaring melody and and heartfelt message, is probably the best example and easily surpasses most ""top ten hits"" out there today.",1
27393,I'm pretty unhappy with this release. The music track has been remastered and is far too loud. In the original TV version it was rather subtle. In this version it is so loud that it drowns out the dialogue to the point where I really had trouble understanding what was said and had to turn the Subtitle track on.,0
27394,"OK, I was a huge fan of the Showtime series and I was super excited when I read there was going to be a full length movie. Movie versions of TV shows are rarely as good as you remember, but I had high hopes for this project, since most of the original cast was reprising their roles, however this film is another example of should have let the show live in our memories and on DVD. Callum Blue as Mason was as deviantlly charming as ever and Jasmine Guy, as Roxie was perfect, but the rest of the cast seemed like they were sleep walking through a painful script, made even more painful by the absence of Mandy Patinkin. Of course I had to see it, and I guess half-hearted Dead Like Me is better than none at, but I secretly wish they would have left well enough alone. I say see it if you were a fan of the show, skip it and just get the series on DVD if you just want some great TV.",0
27395,"Zig-Zag Walk is one of Foghat's best recordings. No, it is not like the Foghat of the 70's. Get over it! They grew and changed musically over the years, which is what a good band ought to do. You don't want to listen to a band that just reproduces the same sound over and over again, year after year. Granted, this album is a far cry from anything they ever did, but standing on it's own merits, it ranks with the best music they ever made. Definitely recommend this product. And this album did not reach #40 on the Billboard charts. It never made the Billboard charts, so Amazon, that piece of information is wrong.",1
27396,"Kenshin is one of the best animes out there. The manga has great character discritions that help you understand were they come from. If any one likes Kensin the anime, then the manga is a most have, and if you just like all anime, the manga is still fun to read.",1
27397,"Does anyone else see the poor alignment of this woman? Her head should be lifted, the back of the neck extended, not crunched looking up while the head lifts up and out of the shoulders as hands press into the mat.Just a thought from a teacher of yoga.",0
27400,"I usually tend to shy-off from a darker synthpop genre. For example, I prefer to listen to DE/VISION's earlier albums (ZEHN album and before that) to their newer ones (VOID album). So, I might be bias here since I am not really a fan of dark synthpop. However, this album works well for me. I am not saying that this album is DARK, not at all. It's just darker but catchy at the same time. Overall, I find this album to be EXCELLENT !! It definitely needs a few times of playing before you became familiar with the melody & the whole compositions. Plenty of great songs and wonderful lyrics too. GIVE IT A TRY, I LIKE IT ! Peace !!",1
27402,"Once again Stossel is trying to peddle the assertion that raising the minimum wage will hurt the economy, when in fact fair and balanced studies show exactly the opposite.Stossel is a professional liar who uses his position at ABC News, as well as the right-wing PR machine, to promote the neocon agenda. Any claims of ""objectivity"" can be put to rest by the fact he gets awards from right-wing groups, and is given a platform at fringe right-wing corporate-funded groups like the Cato Institute and Townhall.com. The Bill O'Reilly endorsement says it all.Sad, but unfortunately not all that shocking, that he is still employed by a major media company. Don't waste your money on this claptrap.",0
27403,"Per my 13-year-old son: ""This is the best Wii game I have. At $50 it's a little expensive, but it is well worth it for the content. I recommend it because it is fun and minimally addictive, so you should prepare to spend some time on this game.""",1
27404,"I have purchased many chord books in my life, but none as good as this one. It's going to be hard not to smile the first time you start playing the songs you know and love. All the songs are in the right key and every page has chord boxes. If you don't have this book, I strongly recommend purchasing it.",1
